Source,Target,Weight,Canto,Book
rama,javali,1,Canto CX. The Sons Of Ikshváku.,BOOK II.
marichi,kasyap,3,Canto CX. The Sons Of Ikshváku.,BOOK II.
marichi,vivasvat,2,Canto CX. The Sons Of Ikshváku.,BOOK II.
kasyap,vivasvat,1,Canto CX. The Sons Of Ikshváku.,BOOK II.
vivasvat,ikshvaku,1,Canto CX. The Sons Of Ikshváku.,BOOK II.
ikshvaku,ayodhya,2,Canto CX. The Sons Of Ikshváku.,BOOK II.
ikshvaku,kukshi,2,Canto CX. The Sons Of Ikshváku.,BOOK II.
ayodhya,kukshi,1,Canto CX. The Sons Of Ikshváku.,BOOK II.
kukshi,vikukshi,2,Canto CX. The Sons Of Ikshváku.,BOOK II.
dhruvasandhi,bharat,3,Canto CX. The Sons Of Ikshváku.,BOOK II.
talajanghas,sasivindhus,1,Canto CX. The Sons Of Ikshváku.,BOOK II.
bhrigu,himalaya,1,Canto CX. The Sons Of Ikshváku.,BOOK II.
asamanj,sagar,2,Canto CX. The Sons Of Ikshváku.,BOOK II.
ansuman,dilipa,2,Canto CX. The Sons Of Ikshváku.,BOOK II.
ansuman,bhagirath,2,Canto CX. The Sons Of Ikshváku.,BOOK II.
dilipa,bhagirath,1,Canto CX. The Sons Of Ikshváku.,BOOK II.
raghu,purushadak,2,Canto CX. The Sons Of Ikshváku.,BOOK II.
raghu,kalmashapada,2,Canto CX. The Sons Of Ikshváku.,BOOK II.
purushadak,kalmashapada,1,Canto CX. The Sons Of Ikshváku.,BOOK II.
purushadak,sankhan,1,Canto CX. The Sons Of Ikshváku.,BOOK II.
kalmashapada,sankhan,1,Canto CX. The Sons Of Ikshváku.,BOOK II.
sankhan,sudarsan,1,Canto CX. The Sons Of Ikshváku.,BOOK II.
maru,ambarisha,4,Canto CX. The Sons Of Ikshváku.,BOOK II.
maru,nahush,2,Canto CX. The Sons Of Ikshváku.,BOOK II.
ambarisha,nahush,3,Canto CX. The Sons Of Ikshváku.,BOOK II.
nabhag,aja,2,Canto CX. The Sons Of Ikshváku.,BOOK II.
nabhag,dasaratha,1,Canto CX. The Sons Of Ikshváku.,BOOK II.
aja,dasaratha,2,Canto CX. The Sons Of Ikshváku.,BOOK II.
dasaratha,bharat,1,Canto CXI. Counsel To Bharat.,BOOK II.
dasaratha,sumantra,1,Canto CXI. Counsel To Bharat.,BOOK II.
kaikeyi,bharat,2,Canto CXI. Counsel To Bharat.,BOOK II.
rama,kaikeyi,10,Canto CXII. The Sandals.,BOOK II.
raghu,rama,1,Canto CXII. The Sandals.,BOOK II.
kausalya,bharat,1,Canto CXII. The Sandals.,BOOK II.
satrughna,kaikeyi,1,Canto CXII. The Sandals.,BOOK II.
satrughna,ikshvaku,1,Canto CXII. The Sandals.,BOOK II.
satrughna,sita,1,Canto CXII. The Sandals.,BOOK II.
ikshvaku,sita,1,Canto CXII. The Sandals.,BOOK II.
bharat,satrughna,6,Canto CXIII. Bharat's Return.,BOOK II.
chitrakuta,bharat,1,Canto CXIII. Bharat's Return.,BOOK II.
raghu,vasishtha,1,Canto CXIII. Bharat's Return.,BOOK II.
ayodhya,rama,5,Canto CXIII. Bharat's Return.,BOOK II.
yamuna,ganga,1,Canto CXIII. Bharat's Return.,BOOK II.
ganga,sringavera,1,Canto CXIII. Bharat's Return.,BOOK II.
sringavera,ayodhya,1,Canto CXIII. Bharat's Return.,BOOK II.
bharat,rama,1,Canto CXVI. The Hermit's Speech.,BOOK II.
lakshman,atri,2,Canto CXVII. Anasúyá.,BOOK II.
sita,anasuya,3,Canto CXVII. Anasúyá.,BOOK II.
anasuya,sita,3,Canto CXVIII. Anasúyá's Gifts.,BOOK II.
lakshmi,vishnu,1,Canto CXVIII. Anasúyá's Gifts.,BOOK II.
lakshmi,sita,1,Canto CXVIII. Anasúyá's Gifts.,BOOK II.
vishnu,sita,1,Canto CXVIII. Anasúyá's Gifts.,BOOK II.
varun,daksha,1,Canto CXVIII. Anasúyá's Gifts.,BOOK II.
ayodhya,rama,1,Canto CXVIII. Anasúyá's Gifts.,BOOK II.
rama,lakshman,1,Canto CXIX. The Forest.,BOOK II.
rama,sita,1,Canto CXIX. The Forest.,BOOK II.
lakshman,sita,1,Canto CXIX. The Forest.,BOOK II.
brahma,raghu,1,Canto I. The Hermitage.,BOOK III.
sita,lakshman,5,Canto I. The Hermitage.,BOOK III.
rama,viradha,1,Canto II. Virádha.,BOOK III.
rama,sita,1,Canto II. Virádha.,BOOK III.
viradha,sita,3,Canto II. Virádha.,BOOK III.
dandak,viradha,1,Canto III. Virádha Attacked.,BOOK III.
dandak,raghu,1,Canto III. Virádha Attacked.,BOOK III.
raghu,satahrada,1,Canto III. Virádha Attacked.,BOOK III.
indra,viradha,1,Canto III. Virádha Attacked.,BOOK III.
rama,lakshman,6,Canto IV. Virádha's Death.,BOOK III.
viradha,rama,2,Canto IV. Virádha's Death.,BOOK III.
sarabhanga,rama,9,Canto V. Sarabhanga.,BOOK III.
indra,lakshman,5,Canto V. Sarabhanga.,BOOK III.
raghu,rama,2,Canto V. Sarabhanga.,BOOK III.
raghu,brahma,2,Canto VI. Ráma's Promise.,BOOK III.
chitrakuta,mandakini,1,Canto VI. Ráma's Promise.,BOOK III.
chitrakuta,pampa,1,Canto VI. Ráma's Promise.,BOOK III.
mandakini,pampa,1,Canto VI. Ráma's Promise.,BOOK III.
lakshman,sutikshna,1,Canto VI. Ráma's Promise.,BOOK III.
raghu,sita,2,Canto VII. Sutíkshna.,BOOK III.
sita,sutikshna,3,Canto VII. Sutíkshna.,BOOK III.
meru,ikshvaku,1,Canto VII. Sutíkshna.,BOOK III.
meru,sita,1,Canto VII. Sutíkshna.,BOOK III.
ikshvaku,sita,1,Canto VII. Sutíkshna.,BOOK III.
rama,sumitra,1,Canto VIII. The Hermitage.,BOOK III.
suchi,sachi,1,Canto IX. Sítá's Speech.,BOOK III.
sita,janak,1,Canto X. Ráma's Reply.,BOOK III.
rama,lakshman,9,Canto XI. Agastya.,BOOK III.
vatapi,ilval,1,Canto XI. Agastya.,BOOK III.
yama,agastya,1,Canto XI. Agastya.,BOOK III.
rama,agastya,9,Canto XII. The Heavenly Bow.,BOOK III.
brahma,vishnu,1,Canto XII. The Heavenly Bow.,BOOK III.
raghu,rama,1,Canto XII. The Heavenly Bow.,BOOK III.
sita,janak,4,Canto XIII. Agastya's Counsel.,BOOK III.
godavari,sita,1,Canto XIII. Agastya's Counsel.,BOOK III.
agastya,sita,1,Canto XIII. Agastya's Counsel.,BOOK III.
raghu,panchavati,3,Canto XIV. Jatáyus.,BOOK III.
kardam,vikrit,1,Canto XIV. Jatáyus.,BOOK III.
kardam,sansray,1,Canto XIV. Jatáyus.,BOOK III.
kardam,bahuputra,1,Canto XIV. Jatáyus.,BOOK III.
vikrit,sansray,1,Canto XIV. Jatáyus.,BOOK III.
vikrit,bahuputra,1,Canto XIV. Jatáyus.,BOOK III.
vikrit,sthanu,1,Canto XIV. Jatáyus.,BOOK III.
vikrit,marichi,1,Canto XIV. Jatáyus.,BOOK III.
sansray,bahuputra,1,Canto XIV. Jatáyus.,BOOK III.
sansray,sthanu,1,Canto XIV. Jatáyus.,BOOK III.
sansray,marichi,1,Canto XIV. Jatáyus.,BOOK III.
sansray,kratu,1,Canto XIV. Jatáyus.,BOOK III.
sansray,pulastya,1,Canto XIV. Jatáyus.,BOOK III.
bahuputra,sthanu,1,Canto XIV. Jatáyus.,BOOK III.
bahuputra,marichi,1,Canto XIV. Jatáyus.,BOOK III.
bahuputra,kratu,1,Canto XIV. Jatáyus.,BOOK III.
bahuputra,pulastya,1,Canto XIV. Jatáyus.,BOOK III.
sthanu,marichi,1,Canto XIV. Jatáyus.,BOOK III.
sthanu,kratu,1,Canto XIV. Jatáyus.,BOOK III.
sthanu,pulastya,1,Canto XIV. Jatáyus.,BOOK III.
marichi,kratu,1,Canto XIV. Jatáyus.,BOOK III.
marichi,pulastya,1,Canto XIV. Jatáyus.,BOOK III.
marichi,pulah,1,Canto XIV. Jatáyus.,BOOK III.
kratu,pulastya,1,Canto XIV. Jatáyus.,BOOK III.
kratu,pulah,1,Canto XIV. Jatáyus.,BOOK III.
pulastya,pulah,1,Canto XIV. Jatáyus.,BOOK III.
pulastya,vivasvat,1,Canto XIV. Jatáyus.,BOOK III.
pulah,vivasvat,1,Canto XIV. Jatáyus.,BOOK III.
pulah,arishtanemi,1,Canto XIV. Jatáyus.,BOOK III.
pulah,kasyap,1,Canto XIV. Jatáyus.,BOOK III.
vivasvat,arishtanemi,1,Canto XIV. Jatáyus.,BOOK III.
vivasvat,kasyap,1,Canto XIV. Jatáyus.,BOOK III.
arishtanemi,kasyap,1,Canto XIV. Jatáyus.,BOOK III.
krodhavasa,kasyap,1,Canto XIV. Jatáyus.,BOOK III.
aditi,vasus,1,Canto XIV. Jatáyus.,BOOK III.
aditi,adityas,1,Canto XIV. Jatáyus.,BOOK III.
vasus,adityas,1,Canto XIV. Jatáyus.,BOOK III.
vasus,diti,1,Canto XIV. Jatáyus.,BOOK III.
adityas,diti,1,Canto XIV. Jatáyus.,BOOK III.
asvagriva,narak,1,Canto XIV. Jatáyus.,BOOK III.
asvagriva,kalak,1,Canto XIV. Jatáyus.,BOOK III.
narak,kalak,1,Canto XIV. Jatáyus.,BOOK III.
syeni,suki,2,Canto XIV. Jatáyus.,BOOK III.
syeni,dhritarashtri,2,Canto XIV. Jatáyus.,BOOK III.
syeni,kraunchi,2,Canto XIV. Jatáyus.,BOOK III.
suki,dhritarashtri,3,Canto XIV. Jatáyus.,BOOK III.
suki,kraunchi,3,Canto XIV. Jatáyus.,BOOK III.
suki,bhasi,3,Canto XIV. Jatáyus.,BOOK III.
dhritarashtri,kraunchi,2,Canto XIV. Jatáyus.,BOOK III.
dhritarashtri,bhasi,2,Canto XIV. Jatáyus.,BOOK III.
kraunchi,bhasi,1,Canto XIV. Jatáyus.,BOOK III.
bhasi,syeni,1,Canto XIV. Jatáyus.,BOOK III.
nala,vinata,1,Canto XIV. Jatáyus.,BOOK III.
nala,mrigi,1,Canto XIV. Jatáyus.,BOOK III.
vinata,mrigi,2,Canto XIV. Jatáyus.,BOOK III.
vinata,mrigamanda,2,Canto XIV. Jatáyus.,BOOK III.
vinata,hari,2,Canto XIV. Jatáyus.,BOOK III.
mrigi,mrigamanda,1,Canto XIV. Jatáyus.,BOOK III.
mrigi,hari,1,Canto XIV. Jatáyus.,BOOK III.
mrigi,matangi,1,Canto XIV. Jatáyus.,BOOK III.
mrigi,surasa,1,Canto XIV. Jatáyus.,BOOK III.
mrigamanda,hari,2,Canto XIV. Jatáyus.,BOOK III.
mrigamanda,matangi,2,Canto XIV. Jatáyus.,BOOK III.
mrigamanda,surasa,2,Canto XIV. Jatáyus.,BOOK III.
hari,matangi,2,Canto XIV. Jatáyus.,BOOK III.
hari,surasa,2,Canto XIV. Jatáyus.,BOOK III.
matangi,surasa,1,Canto XIV. Jatáyus.,BOOK III.
gandharvi,surasa,1,Canto XIV. Jatáyus.,BOOK III.
gandharvi,kadru,1,Canto XIV. Jatáyus.,BOOK III.
sudras,vaisyas,3,Canto XIV. Jatáyus.,BOOK III.
vaisyas,anala,1,Canto XIV. Jatáyus.,BOOK III.
anala,suki,1,Canto XIV. Jatáyus.,BOOK III.
arun,garud,3,Canto XIV. Jatáyus.,BOOK III.
arun,vinata,2,Canto XIV. Jatáyus.,BOOK III.
arun,sampati,2,Canto XIV. Jatáyus.,BOOK III.
garud,vinata,1,Canto XIV. Jatáyus.,BOOK III.
garud,sampati,1,Canto XIV. Jatáyus.,BOOK III.
lakshman,sita,2,Canto XIV. Jatáyus.,BOOK III.
panchavati,rama,2,Canto XV. Panchavatí.,BOOK III.
panchavati,lakshman,2,Canto XV. Panchavatí.,BOOK III.
rama,lakshman,3,Canto XV. Panchavatí.,BOOK III.
yama,himalaya,1,Canto XVI. Winter.,BOOK III.
satrughna,raghu,1,Canto XVI. Winter.,BOOK III.
rudra,himalaya,1,Canto XVI. Winter.,BOOK III.
sita,lakshman,4,Canto XVII. Súrpanakhá.,BOOK III.
rama,sita,4,Canto XVII. Súrpanakhá.,BOOK III.
ten-necked,rama,1,Canto XVII. Súrpanakhá.,BOOK III.
dasaratha,rama,1,Canto XVII. Súrpanakhá.,BOOK III.
ravan,kumbhakarna,1,Canto XVII. Súrpanakhá.,BOOK III.
kumbhakarna,vibhishan,1,Canto XVII. Súrpanakhá.,BOOK III.
kumbhakarna,dushan,1,Canto XVII. Súrpanakhá.,BOOK III.
vibhishan,dushan,1,Canto XVII. Súrpanakhá.,BOOK III.
meru,rama,1,Canto XVIII. The Mutilation.,BOOK III.
janasthan,khara,1,Canto XVIII. The Mutilation.,BOOK III.
surpanakha,dasaratha,2,Canto XIX. The Rousing Of Khara.,BOOK III.
rama,lakshman,1,Canto XIX. The Rousing Of Khara.,BOOK III.
surpanakha,rama,2,Canto XX. The Giants' Death.,BOOK III.
surpanakha,sita,2,Canto XX. The Giants' Death.,BOOK III.
rama,sita,4,Canto XX. The Giants' Death.,BOOK III.
sita,lakshman,3,Canto XX. The Giants' Death.,BOOK III.
lakshman,rama,3,Canto XX. The Giants' Death.,BOOK III.
rama,lakshman,7,Canto XXI. The Rousing Of Khara.,BOOK III.
pulastya,rama,1,Canto XXII. Khara's Wrath.,BOOK III.
dushan,meru,2,Canto XXII. Khara's Wrath.,BOOK III.
lakshman,sita,3,Canto XXIV. The Host In Sight.,BOOK III.
siva,daksha,1,Canto XXIV. The Host In Sight.,BOOK III.
khara,rama,3,Canto XXV. The Battle.,BOOK III.
dushan,rama,6,Canto XXVI. Dúshan's Death.,BOOK III.
raghu,indra,4,Canto XXVI. Dúshan's Death.,BOOK III.
raghu,rama,4,Canto XXVI. Dúshan's Death.,BOOK III.
raghu,dushan,4,Canto XXVI. Dúshan's Death.,BOOK III.
indra,rama,3,Canto XXVI. Dúshan's Death.,BOOK III.
indra,dushan,3,Canto XXVI. Dúshan's Death.,BOOK III.
mahakapala,sthulaksha,2,Canto XXVI. Dúshan's Death.,BOOK III.
mahakapala,pramathi,2,Canto XXVI. Dúshan's Death.,BOOK III.
sthulaksha,pramathi,2,Canto XXVI. Dúshan's Death.,BOOK III.
sthulaksha,rama,2,Canto XXVI. Dúshan's Death.,BOOK III.
pramathi,rama,2,Canto XXVI. Dúshan's Death.,BOOK III.
yama,khara,1,Canto XXVI. Dúshan's Death.,BOOK III.
yama,dushan,1,Canto XXVI. Dúshan's Death.,BOOK III.
khara,dushan,2,Canto XXVI. Dúshan's Death.,BOOK III.
lakshman,khara,1,Canto XXVI. Dúshan's Death.,BOOK III.
janasthan,trisiras,1,Canto XXVII. The Death Of Trisirás.,BOOK III.
trisiras,khara,2,Canto XXVII. The Death Of Trisirás.,BOOK III.
trisiras,dushan,1,Canto XXVIII. Khara Dismounted.,BOOK III.
trisiras,rama,1,Canto XXVIII. Khara Dismounted.,BOOK III.
dushan,rama,1,Canto XXVIII. Khara Dismounted.,BOOK III.
yama,khara,1,Canto XXVIII. Khara Dismounted.,BOOK III.
vishnu,agastya,1,Canto XXVIII. Khara Dismounted.,BOOK III.
dandak,janasthan,2,Canto XXX. Khara's Death.,BOOK III.
rudra,svetaranya,1,Canto XXX. Khara's Death.,BOOK III.
rudra,namuchi,1,Canto XXX. Khara's Death.,BOOK III.
svetaranya,namuchi,1,Canto XXX. Khara's Death.,BOOK III.
trisiras,dushan,1,Canto XXX. Khara's Death.,BOOK III.
agastya,rama,1,Canto XXX. Khara's Death.,BOOK III.
dasaratha,dandak,1,Canto XXX. Khara's Death.,BOOK III.
janak,rama,1,Canto XXX. Khara's Death.,BOOK III.
ravan,janasthan,3,Canto XXXI. Rávan.,BOOK III.
ravan,khara,3,Canto XXXI. Rávan.,BOOK III.
janasthan,khara,6,Canto XXXI. Rávan.,BOOK III.
akampan,ravan,6,Canto XXXI. Rávan.,BOOK III.
rama,janasthan,10,Canto XXXI. Rávan.,BOOK III.
dushan,khara,1,Canto XXXI. Rávan.,BOOK III.
dushan,ravan,1,Canto XXXI. Rávan.,BOOK III.
dushan,akampan,1,Canto XXXI. Rávan.,BOOK III.
indra,akampan,1,Canto XXXI. Rávan.,BOOK III.
lanka,rama,2,Canto XXXI. Rávan.,BOOK III.
surpanakha,rama,2,Canto XXXII. Rávan Roused.,BOOK III.
rama,trisiras,1,Canto XXXII. Rávan Roused.,BOOK III.
rama,dushan,1,Canto XXXII. Rávan Roused.,BOOK III.
trisiras,dushan,1,Canto XXXII. Rávan Roused.,BOOK III.
ravan,indra,2,Canto XXXII. Rávan Roused.,BOOK III.
bhogavati,vasuki,1,Canto XXXII. Rávan Roused.,BOOK III.
bhogavati,takshaka,1,Canto XXXII. Rávan Roused.,BOOK III.
bhogavati,kailasa,1,Canto XXXII. Rávan Roused.,BOOK III.
vasuki,takshaka,1,Canto XXXII. Rávan Roused.,BOOK III.
vasuki,kailasa,1,Canto XXXII. Rávan Roused.,BOOK III.
takshaka,kailasa,1,Canto XXXII. Rávan Roused.,BOOK III.
takshaka,kuvera,1,Canto XXXII. Rávan Roused.,BOOK III.
takshaka,pushpak,1,Canto XXXII. Rávan Roused.,BOOK III.
kailasa,kuvera,1,Canto XXXII. Rávan Roused.,BOOK III.
kailasa,pushpak,1,Canto XXXII. Rávan Roused.,BOOK III.
kuvera,pushpak,1,Canto XXXII. Rávan Roused.,BOOK III.
rama,khara,3,Canto XXXIII. Súrpanakhá's Speech.,BOOK III.
janasthan,dandak,1,Canto XXXIII. Súrpanakhá's Speech.,BOOK III.
trisiras,dushan,1,Canto XXXIV. Súrpanakhá's Speech.,BOOK III.
trisiras,khara,1,Canto XXXIV. Súrpanakhá's Speech.,BOOK III.
dushan,khara,3,Canto XXXIV. Súrpanakhá's Speech.,BOOK III.
dasaratha,kandarpa,1,Canto XXXIV. Súrpanakhá's Speech.,BOOK III.
rama,khara,5,Canto XXXIV. Súrpanakhá's Speech.,BOOK III.
rama,dushan,5,Canto XXXIV. Súrpanakhá's Speech.,BOOK III.
janasthan,rama,1,Canto XXXIV. Súrpanakhá's Speech.,BOOK III.
brahma,marichipas,2,Canto XXXV. Rávan's Journey.,BOOK III.
brahma,vaikhanasas,2,Canto XXXV. Rávan's Journey.,BOOK III.
brahma,mashas,2,Canto XXXV. Rávan's Journey.,BOOK III.
marichipas,vaikhanasas,2,Canto XXXV. Rávan's Journey.,BOOK III.
marichipas,mashas,2,Canto XXXV. Rávan's Journey.,BOOK III.
vaikhanasas,mashas,1,Canto XXXV. Rávan's Journey.,BOOK III.
indra,ravan,1,Canto XXXV. Rávan's Journey.,BOOK III.
indra,garud,1,Canto XXXV. Rávan's Journey.,BOOK III.
ravan,garud,4,Canto XXXV. Rávan's Journey.,BOOK III.
lanka,maricha,1,Canto XXXV. Rávan's Journey.,BOOK III.
janasthan,dushan,2,Canto XXXVI. Rávan's Speech.,BOOK III.
khara,janasthan,3,Canto XXXVI. Rávan's Speech.,BOOK III.
khara,rama,8,Canto XXXVI. Rávan's Speech.,BOOK III.
trisiras,dandak,1,Canto XXXVI. Rávan's Speech.,BOOK III.
varun,indra,1,Canto XXXVII. Márícha's Speech.,BOOK III.
indra,rama,2,Canto XXXVII. Márícha's Speech.,BOOK III.
rama,janak,5,Canto XXXVII. Márícha's Speech.,BOOK III.
janak,sita,2,Canto XXXVII. Márícha's Speech.,BOOK III.
dasaratha,rama,1,Canto XXXVIII. Márícha's Speech.,BOOK III.
rama,maricha,11,Canto XXXVIII. Márícha's Speech.,BOOK III.
visvamitra,dandak,2,Canto XXXVIII. Márícha's Speech.,BOOK III.
lanka,rama,1,Canto XXXVIII. Márícha's Speech.,BOOK III.
namuchi,bali,1,Canto XXXIX. Márícha's Speech.,BOOK III.
namuchi,rama,1,Canto XXXIX. Márícha's Speech.,BOOK III.
bali,rama,1,Canto XXXIX. Márícha's Speech.,BOOK III.
khara,janasthan,1,Canto XXXIX. Márícha's Speech.,BOOK III.
khara,surpanakha,1,Canto XXXIX. Márícha's Speech.,BOOK III.
khara,rama,1,Canto XXXIX. Márícha's Speech.,BOOK III.
janasthan,surpanakha,1,Canto XXXIX. Márícha's Speech.,BOOK III.
janasthan,rama,1,Canto XXXIX. Márícha's Speech.,BOOK III.
surpanakha,rama,2,Canto XXXIX. Márícha's Speech.,BOOK III.
lakshman,sita,1,Canto XL. Rávan's Speech.,BOOK III.
dandak,rama,1,Canto XL. Rávan's Speech.,BOOK III.
dandak,rama,1,Canto XLII. Márícha Transformed.,BOOK III.
ravan,maricha,1,Canto XLII. Márícha Transformed.,BOOK III.
indra,rama,1,Canto XLII. Márícha Transformed.,BOOK III.
sita,rama,2,Canto XLII. Márícha Transformed.,BOOK III.
sita,lakshman,4,Canto XLIII. The Wondrous Deer.,BOOK III.
janak,lakshman,1,Canto XLIII. The Wondrous Deer.,BOOK III.
janak,rama,1,Canto XLIII. The Wondrous Deer.,BOOK III.
janak,sita,1,Canto XLIII. The Wondrous Deer.,BOOK III.
rama,sita,1,Canto XLIII. The Wondrous Deer.,BOOK III.
nandan,chaitraratha,1,Canto XLIII. The Wondrous Deer.,BOOK III.
vatapi,agastya,1,Canto XLIII. The Wondrous Deer.,BOOK III.
brahma,indra,1,Canto XLIV. Márícha's Death.,BOOK III.
sita,ravan,2,Canto XLIV. Márícha's Death.,BOOK III.
rama,maricha,2,Canto XLIV. Márícha's Death.,BOOK III.
lakshman,maricha,2,Canto XLIV. Márícha's Death.,BOOK III.
rama,indra,10,Canto XLV. Lakshman's Departure.,BOOK III.
lakshman,rama,2,Canto XLVI. The Guest.,BOOK III.
rama,ravan,2,Canto XLVI. The Guest.,BOOK III.
janasthan,godavari,1,Canto XLVI. The Guest.,BOOK III.
videha,rama,1,Canto XLVII. Rávan's Wooing.,BOOK III.
dandak,rama,1,Canto XLVII. Rávan's Wooing.,BOOK III.
lanka,indra,1,Canto XLVIII. Rávan's Speech.,BOOK III.
rama,dasaratha,6,Canto XLVIII. Rávan's Speech.,BOOK III.
janasthan,rama,1,Canto XLIX. The Rape Of Sítá.,BOOK III.
janasthan,ravan,1,Canto XLIX. The Rape Of Sítá.,BOOK III.
sita,rama,2,Canto XLIX. The Rape Of Sítá.,BOOK III.
jatayus,sita,1,Canto L. Jatáyus.,BOOK III.
surpanakha,khara,1,Canto L. Jatáyus.,BOOK III.
surpanakha,rama,1,Canto L. Jatáyus.,BOOK III.
khara,rama,2,Canto L. Jatáyus.,BOOK III.
vritra,indra,1,Canto L. Jatáyus.,BOOK III.
raghu,dasaratha,1,Canto L. Jatáyus.,BOOK III.
rama,ravan,1,Canto LI. The Combat.,BOOK III.
lanka,rama,1,Canto LII. Rávan's Flight.,BOOK III.
pampa,lanka,1,Canto LIV. Lanká.,BOOK III.
varun,ravan,1,Canto LIV. Lanká.,BOOK III.
ten-necked,ravan,1,Canto LIV. Lanká.,BOOK III.
maya,ravan,1,Canto LIV. Lanká.,BOOK III.
dushan,khara,1,Canto LIV. Lanká.,BOOK III.
dushan,rama,1,Canto LIV. Lanká.,BOOK III.
ikshvaku,lakshman,1,Canto LVI. Sítá's Disdain.,BOOK III.
janasthan,khara,1,Canto LVI. Sítá's Disdain.,BOOK III.
sita,lanka,3,Canto LVI. Sítá's Disdain.,BOOK III.
lanka,indra,4,Canto LVII. Sítá Comforted.,BOOK III.
brahma,lanka,1,Canto LVII. Sítá Comforted.,BOOK III.
sachi,asoka,3,Canto LVII. Sítá Comforted.,BOOK III.
sachi,sita,3,Canto LVII. Sítá Comforted.,BOOK III.
asoka,sita,1,Canto LVII. Sítá Comforted.,BOOK III.
sita,maricha,2,Canto LVIII. The Brothers' Meeting.,BOOK III.
kaikeyi,sita,1,Canto LIX. Ráma's Return.,BOOK III.
sita,kausalya,4,Canto LIX. Ráma's Return.,BOOK III.
janasthan,lakshman,1,Canto LIX. Ráma's Return.,BOOK III.
rama,lakshman,4,Canto LXII. Ráma's Lament.,BOOK III.
bali,rama,1,Canto LXII. Ráma's Lament.,BOOK III.
kaikeyi,sita,1,Canto LXIII. Ráma's Lament.,BOOK III.
ayodhya,bharat,1,Canto LXIII. Ráma's Lament.,BOOK III.
rama,lakshman,1,Canto LXIV. Ráma's Lament.,BOOK III.
raghu,godavari,4,Canto LXV. Ráma's Wrath.,BOOK III.
raghu,sita,4,Canto LXV. Ráma's Wrath.,BOOK III.
godavari,sita,2,Canto LXV. Ráma's Wrath.,BOOK III.
prasravan,mandakini,1,Canto LXV. Ráma's Wrath.,BOOK III.
gandharvas,kinnars,1,Canto LXV. Ráma's Wrath.,BOOK III.
sita,kosal,1,Canto LXVI. Lakshman's Speech.,BOOK III.
yayati,nahush,1,Canto LXVII. Ráma Appeased.,BOOK III.
yayati,indra,1,Canto LXVII. Ráma Appeased.,BOOK III.
nahush,indra,1,Canto LXVII. Ráma Appeased.,BOOK III.
gandharvas,kinnars,1,Canto LXVIII. Jatáyus.,BOOK III.
ravan,lakshman,3,Canto LXVIII. Jatáyus.,BOOK III.
kabandha,rama,1,Canto LXX. Kabandha.,BOOK III.
dasaratha,sumitra,1,Canto LXX. Kabandha.,BOOK III.
rama,lakshman,2,Canto LXXI. Kabandha's Speech.,BOOK III.
danu,indra,3,Canto LXXII. Kabandha's Tale.,BOOK III.
sakra,indra,1,Canto LXXII. Kabandha's Tale.,BOOK III.
lakshman,rama,1,Canto LXXII. Kabandha's Tale.,BOOK III.
lakshman,janasthan,1,Canto LXXII. Kabandha's Tale.,BOOK III.
janasthan,ravan,1,Canto LXXII. Kabandha's Tale.,BOOK III.
kabandha,lakshman,2,Canto LXXIII. Kabandha's Counsel.,BOOK III.
indra,rishyamuka,1,Canto LXXIII. Kabandha's Counsel.,BOOK III.
rishyamuka,pampa,2,Canto LXXIII. Kabandha's Counsel.,BOOK III.
bali,raghu,1,Canto LXXIII. Kabandha's Counsel.,BOOK III.
bali,rishyamuka,1,Canto LXXIII. Kabandha's Counsel.,BOOK III.
raghu,rishyamuka,2,Canto LXXIII. Kabandha's Counsel.,BOOK III.
ravan,meru,1,Canto LXXIII. Kabandha's Counsel.,BOOK III.
rama,sugriva,1,Canto LXXIV. Kabandha's Death.,BOOK III.
pampa,kabandha,3,Canto LXXV. Savarí.,BOOK III.
savari,rama,1,Canto LXXVI. Pampá.,BOOK III.
savari,lakshman,1,Canto LXXVI. Pampá.,BOOK III.
rama,lakshman,4,Canto LXXVI. Pampá.,BOOK III.
pampa,rishyamuka,6,Canto LXXVI. Pampá.,BOOK III.
rishyamuka,bali,2,Canto LXXVI. Pampá.,BOOK III.
bali,sugriva,1,Canto LXXVI. Pampá.,BOOK III.
gandharvas,kinnars,1,Canto LXXVI. Pampá.,BOOK III.
pampa,rama,9,Canto I. Ráma's Lament.,BOOK IV.
sumitra,pampa,4,Canto I. Ráma's Lament.,BOOK IV.
ayodhya,indra,1,Canto I. Ráma's Lament.,BOOK IV.
kausalya,sita,1,Canto I. Ráma's Lament.,BOOK IV.
kausalya,bharat,1,Canto I. Ráma's Lament.,BOOK IV.
bharat,sita,1,Canto I. Ráma's Lament.,BOOK IV.
ravan,raghu,1,Canto I. Ráma's Lament.,BOOK IV.
sugriva,raghu,4,Canto II. Sugríva's Alarm.,BOOK IV.
malaya,bali,1,Canto II. Sugríva's Alarm.,BOOK IV.
wind-god,raghu,1,Canto II. Sugríva's Alarm.,BOOK IV.
sugriva,rishyamuka,4,Canto III. Hanumán's Speech.,BOOK IV.
sugriva,wind-god,4,Canto III. Hanumán's Speech.,BOOK IV.
rishyamuka,wind-god,2,Canto III. Hanumán's Speech.,BOOK IV.
meru,vindhya,1,Canto III. Hanumán's Speech.,BOOK IV.
raghu,lakshman,1,Canto III. Hanumán's Speech.,BOOK IV.
