Source,Target,Weight,Book
indra,panchavata,1,3
agastya,rama,1,3
agastya,viradha,1,3
agastya,panchavata,1,3
agastya,surpanakha,1,3
viradha,panchavata,1,3
viradha,surpanakha,1,3
viradha,trisira,1,3
viradha,khara,1,3
viradha,ravan,1,3
panchavata,surpanakha,1,3
panchavata,trisira,1,3
panchavata,khara,1,3
panchavata,ravan,1,3
panchavata,maricha,1,3
surpanakha,trisira,1,3
surpanakha,khara,1,3
surpanakha,ravan,1,3
surpanakha,maricha,1,3
surpanakha,videhan,1,3
trisira,khara,1,3
trisira,ravan,1,3
trisira,maricha,1,3
trisira,videhan,1,3
trisira,rama,1,3
khara,ravan,1,3
khara,maricha,1,3
khara,videhan,1,3
khara,rama,1,3
ravan,maricha,3,3
ravan,videhan,3,3
ravan,rama,3,3
ravan,vulture-king,3,3
maricha,videhan,1,3
maricha,rama,4,3
maricha,vulture-king,1,3
videhan,rama,2,3
videhan,vulture-king,1,3
videhan,kabandha,1,3
vulture-king,rama,1,3
vulture-king,kabandha,1,3
vulture-king,pampa,1,3
vulture-king,hanuman,1,3
kabandha,pampa,1,3
kabandha,hanuman,1,3
kabandha,raghu,1,3
pampa,raghu,2,3
hanuman,raghu,5,3
sugriva,bali,10,3
bali,tara,5,3
tara,raghu,1,3
sampati,mainaka,1,3
mainaka,sinhika,1,3
mainaka,lanka,1,3
mainaka,hanuman,1,3
sinhika,lanka,1,3
sinhika,hanuman,1,3
lanka,hanuman,3,3
vibhishan,ravan,4,3
vibhishan,kumbhakarna,3,3
vibhishan,meghanada,3,3
kumbhakarna,meghanada,1,3
kumbhakarna,ravan,1,3
kumbhakarna,sita,1,3
meghanada,ravan,1,3
meghanada,sita,1,3
meghanada,pushpak,1,3
pushpak,brahma,1,3
pushpak,sita,1,3
pushpak,bharadvaja,1,3
brahma,sita,1,3
brahma,bharadvaja,1,3
brahma,wind-god,1,3
wind-god,bharat,1,3
wind-god,rama,2,3
sita,ravan,1,3
manu,sagar,2,3
sarju,kosal,1,3
kosal,ayodhya,1,3
ayodhya,manu,1,3
dasaratha,indra,3,3
dasaratha,ikshvaku,3,3
indra,manu,4,3
vahli,sindhu,1,3
vahli,vanayu,1,3
vahli,kamboja,1,3
sindhu,vanayu,1,3
sindhu,kamboja,1,3
vanayu,kamboja,1,3
mahapadma,anjan,1,3
mahapadma,airavat,1,3
anjan,airavat,1,3
ayodhya,dasaratha,5,3
vasishtha,vamadeva,7,3
vasishtha,jayanta,1,3
vasishtha,vijay,1,3
vasishtha,dhrishti,1,3
vamadeva,jayanta,1,3
vamadeva,vijay,1,3
vamadeva,dhrishti,1,3
jayanta,vijay,1,3
jayanta,dhrishti,1,3
jayanta,siddharth,1,3
jayanta,arthasadhak,1,3
jayanta,dharmapal,1,3
jayanta,asok,1,3
vijay,dhrishti,1,3
vijay,siddharth,1,3
vijay,arthasadhak,1,3
vijay,dharmapal,1,3
vijay,asok,1,3
dhrishti,siddharth,1,3
dhrishti,arthasadhak,1,3
dhrishti,dharmapal,1,3
dhrishti,asok,1,3
siddharth,arthasadhak,1,3
siddharth,dharmapal,1,3
siddharth,asok,1,3
arthasadhak,dharmapal,1,3
arthasadhak,asok,1,3
arthasadhak,sumantra,1,3
dharmapal,asok,1,3
dharmapal,sumantra,1,3
asok,sumantra,1,3
sumantra,vasishtha,4,3
kasyap,vibhandak,2,3
rishyasring,lomapad,1,3
rishyasring,santa,5,3
dasaratha,sanatkumar,2,3
kasyap,rishyasring,1,3
ikshvaku,dasaratha,1,3
santa,lomapad,8,3
santa,dasaratha,5,3
lomapad,dasaratha,3,3
rishyasring,dasaratha,3,3
sumantra,dasaratha,1,3
brahma,vasishtha,1,3
vasishtha,suyajna,4,3
vasishtha,javali,6,3
vasishtha,kasyap,6,3
vasishtha,dasaratha,4,3
suyajna,vamadeva,1,3
suyajna,javali,1,3
suyajna,kasyap,1,3
suyajna,dasaratha,1,3
vamadeva,javali,2,3
vamadeva,kasyap,2,3
vamadeva,dasaratha,1,3
javali,kasyap,2,3
javali,dasaratha,1,3
kasyap,dasaratha,1,3
janak,mithila,1,3
mithila,dasaratha,1,3
dasaratha,kasi,2,3
kekaya,lomapad,1,3
surashtra,suvira,1,3
surashtra,sindhu,1,3
suvira,sindhu,1,3
sarju,rishyasring,1,3
dasaratha,rishyasring,2,3
chatushtom,ukthya,1,3
chatushtom,atiratra,1,3
ukthya,atiratra,1,3
ukthya,aptoryam,1,3
atiratra,aptoryam,1,3
aptoryam,abhijit,1,3
aptoryam,visvajit,1,3
abhijit,visvajit,1,3
abhijit,jyotishtom,1,3
visvajit,jyotishtom,1,3
vasishtha,rishyasring,1,3
brahma,sthanu,3,3
brahma,narayan,3,3
brahma,indra,4,3
brahma,maruts,3,3
sthanu,narayan,1,3
sthanu,indra,1,3
sthanu,maruts,1,3
narayan,indra,2,3
narayan,maruts,2,3
indra,maruts,3,3
madhu,vishnu,2,3
kausalya,sumitra,3,3
sumitra,kaikeyi,5,3
bali,mahendra,3,3
bali,indra,8,3
mahendra,indra,1,3
mahendra,sugriva,1,3
mahendra,tara,2,3
indra,sugriva,2,3
indra,tara,4,3
sugriva,tara,4,3
sugriva,gandhamadan,2,3
tara,gandhamadan,2,3
gandhamadan,nala,1,3
gandhamadan,visvakarma,1,3
gandhamadan,agni,1,3
gandhamadan,nila,1,3
nala,visvakarma,1,3
nala,agni,1,3
nala,nila,1,3
visvakarma,agni,1,3
visvakarma,nila,1,3
visvakarma,asvins,1,3
agni,nila,1,3
agni,asvins,1,3
nila,asvins,1,3
asvins,dwivida,1,3
asvins,mainda,1,3
asvins,varun,1,3
dwivida,mainda,1,3
dwivida,varun,1,3
dwivida,sushen,1,3
dwivida,sarabh,1,3
dwivida,hanuman,1,3
mainda,varun,1,3
mainda,sushen,1,3
mainda,sarabh,1,3
mainda,hanuman,1,3
varun,sushen,1,3
varun,sarabh,1,3
varun,hanuman,1,3
sushen,sarabh,1,3
sushen,hanuman,1,3
sarabh,hanuman,1,3
hanuman,garud,1,3
santa,vasishtha,6,3
sumitra,santa,2,3
kaikeyi,santa,2,3
champa,lomapad,1,3
chaitra,aditi,1,3
aditi,vrihaspati,2,3
vrihaspati,kausalya,1,3
vrihaspati,rama,1,3
kausalya,rama,9,3
rama,aditi,7,3
ravan,vishnu,1,3
ravan,kaikeyi,1,3
vishnu,kaikeyi,5,3
vishnu,bharat,7,3
kaikeyi,bharat,2,3
kaikeyi,sumitra,2,3
bharat,sumitra,4,3
bharat,lakshman,10,3
bharat,satrughna,9,3
sumitra,lakshman,3,3
sumitra,satrughna,3,3
sumitra,vishnu,3,3
sumitra,pushya,4,3
sumitra,mina,4,3
lakshman,satrughna,6,3
lakshman,vishnu,6,3
lakshman,pushya,6,3
lakshman,mina,6,3
satrughna,vishnu,3,3
satrughna,pushya,3,3
satrughna,mina,3,3
pushya,mina,1,3
pushya,bharat,1,3
mina,bharat,1,3
vasishtha,rama,15,3
vasishtha,bharat,1,3
vasishtha,kaikeyi,1,3
vasishtha,sumitra,1,3
ayodhya,visvamitra,2,3
indra,brahma,2,3
rama,raghu,13,3
pulastya,ravan,1,3
maricha,suvahu,4,3
sunda,upasunda,1,3
sunda,maricha,3,3
sunda,suvahu,1,3
upasunda,maricha,1,3
upasunda,suvahu,1,3
visvamitra,vasishtha,10,3
ikshvaku,raghu,3,3
krisasva,daksha,2,3
krisasva,jaya,2,3
daksha,jaya,2,3
vasishtha,lakshman,6,3
rama,lakshman,24,3
kusik,rama,3,3
kusik,lakshman,1,3
kusik,visvamitra,1,3
kusik,wind-god,1,3
visvamitra,wind-god,1,3
raghu,lakshman,6,3
indra,lakshman,2,3
asvins,indra,1,3
siva,sarju,1,3
sarju,rama,2,3
visvamitra,sarju,1,3
sarju,ganga,1,3
kandarpa,uma,1,3
kandarpa,sthanu,1,3
uma,sthanu,1,3
kailasa,brahma,1,3
kailasa,manas,1,3
brahma,manas,2,3
brahma,sarju,4,3
brahma,ayodhya,3,3
manas,sarju,1,3
manas,ayodhya,1,3
sarju,ayodhya,3,3
ganga,raghu,1,3
malaja,indra,1,3
tadaka,sunda,1,3
sunda,indra,1,3
visvamitra,raghu,3,3
tadaka,brahma,2,3
sunda,agastya,1,3
maricha,agastya,2,3
manthara,virochan,1,3
manthara,indra,1,3
manthara,kavya,1,3
virochan,indra,4,3
virochan,kavya,1,3
virochan,bhrigu,1,3
indra,kavya,3,3
indra,bhrigu,3,3
kavya,bhrigu,1,3
kavya,vishnu,1,3
bhrigu,vishnu,1,3
thousand-eyed,indra,1,3
dasaratha,visvamitra,1,3
dasaratha,tadaka,1,3
visvamitra,tadaka,1,3
vishnu,indra,2,3
vishnu,siva,2,3
indra,siva,1,3
siva,brahma,2,3
varun,siva,1,3
raghu,krisasva,3,3
bali,virochan,5,3
raghu,diksha,2,3
suvahu,rama,2,3
indra,visvamitra,1,3
visvamitra,rama,1,3
visvamitra,mithila,1,3
rama,mithila,5,3
ganga,himalaya,8,3
lakshman,rama,3,3
brahma,kusa,1,3
kusamba,kausambi,1,3
kusamba,kusanabha,1,3
kusamba,mahodaya,1,3
kusamba,amurtarajas,1,3
kausambi,kusanabha,1,3
kausambi,mahodaya,1,3
kausambi,amurtarajas,1,3
kausambi,dharmaranya,1,3
kusanabha,mahodaya,6,3
kusanabha,amurtarajas,6,3
kusanabha,dharmaranya,6,3
mahodaya,amurtarajas,1,3
mahodaya,dharmaranya,1,3
mahodaya,girivraja,1,3
amurtarajas,dharmaranya,1,3
amurtarajas,girivraja,1,3
dharmaranya,girivraja,1,3
sumagadhi,magadh,1,3
ghritachi,kusanabha,1,3
kanyakubja,chuli,1,3
urmila,somada,1,3
brahmadatta,kampili,3,3
brahmadatta,indra,3,3
brahmadatta,kusanabha,3,3
kampili,indra,1,3
kampili,kusanabha,1,3
indra,kusanabha,2,3
kusa,brahma,4,3
kusa,kusanabha,5,3
brahma,kusanabha,3,3
kusanabha,gadhi,2,3
gadhi,brahma,3,3
satyavati,richika,1,3
sona,rama,2,3
raghu,ganga,3,3
himalaya,meru,5,3
meru,mena,1,3
meru,ganga,1,3
meru,uma,1,3
mena,himalaya,1,3
mena,ganga,1,3
mena,uma,1,3
uma,ganga,4,3
uma,himalaya,4,3
rudra,uma,1,3
rama,ayodhya,1,3
ayodhya,sagar,1,3
sagar,vidarbha,2,3
vidarbha,kesini,1,3
vidarbha,arishtanemi,1,3
kesini,arishtanemi,2,3
arishtanemi,sumati,1,3
sumati,himalaya,3,3
bhrigu,sagar,1,3
asamanj,sumati,2,3
sagar,himalaya,4,3
sagar,vindhya,4,3
himalaya,vindhya,1,3
vindhya,ansuman,1,3
ansuman,sagar,1,3
ansuman,indra,1,3
vasudeva,madhu,2,3
vasudeva,kapil,2,3
madhu,kapil,1,3
soma,bhadra,1,3
garud,vinata,1,3
vinata,kapil,1,3
sagar,ansuman,6,3
ansuman,dilipa,3,3
dilipa,himalaya,3,3
himalaya,ganga,1,3
bhagirath,dilipa,4,3
ikshvaku,bhagirath,2,3
swarga,siva,1,3
bhagirath,siva,7,3
bhagirath,vindu,7,3
vindu,ganga,1,3
vindu,hladini,1,3
vindu,pavani,1,3
vindu,nalini,1,3
ganga,hladini,8,3
ganga,pavani,8,3
ganga,nalini,8,3
hladini,pavani,1,3
hladini,nalini,1,3
hladini,suchakshu,1,3
hladini,sita,1,3
pavani,nalini,1,3
pavani,suchakshu,1,3
pavani,sita,1,3
pavani,sindhu,1,3
nalini,suchakshu,1,3
nalini,sita,1,3
nalini,sindhu,1,3
suchakshu,sita,1,3
suchakshu,sindhu,1,3
sita,sindhu,1,3
sindhu,bhagirath,1,3
jahnavi,jahnu,1,3
rama,ganga,4,3
lakshman,raghu,1,3
lakshman,ganga,1,3
indra,krita,2,3
krita,diti,1,3
krita,aditi,1,3
diti,aditi,4,3
diti,kasyap,6,3
aditi,kasyap,3,3
vasuki,mandar,1,3
sankar,rudra,1,3
sankar,vishnu,1,3
rudra,vishnu,1,3
asurs,mandar,2,3
sura,varun,1,3
sura,diti,1,3
varun,diti,1,3
suras,asurs,1,3
suras,titan,1,3
suras,uchchaihsravas,1,3
uchchaihsravas,kaustubha,1,3
uchchaihsravas,soma,1,3
kaustubha,soma,1,3
diti,maricha,2,3
kasyap,maricha,3,3
indra,thousand-eyed,8,3
indra,diti,5,3
thousand-eyed,diti,2,3
maruts,brahma,2,3
maruts,indra,2,3
brahma,vayu,1,3
vayu,town-destroyer,1,3
vayu,thousand-eyed,1,3
vayu,bali,1,3
town-destroyer,thousand-eyed,1,3
town-destroyer,bali,1,3
bali,maruts,1,3
mahendra,alambusha,1,3
mahendra,ikshvaku,1,3
alambusha,ikshvaku,1,3
alambusha,visala,2,3
ikshvaku,visala,4,3
visala,hemachandra,3,3
hemachandra,suchandra,1,3
hemachandra,dhumrasva,1,3
suchandra,dhumrasva,1,3
suchandra,sahadeva,1,3
suchandra,kusasva,1,3
dhumrasva,sahadeva,1,3
dhumrasva,kusasva,1,3
dhumrasva,somadatta,1,3
sahadeva,kusasva,1,3
sahadeva,somadatta,1,3
sahadeva,sumati,1,3
kusasva,somadatta,1,3
kusasva,sumati,1,3
kusasva,ikshvaku,1,3
somadatta,sumati,1,3
somadatta,ikshvaku,1,3
somadatta,visala,1,3
sumati,ikshvaku,2,3
sumati,visala,2,3
mithila,sumati,1,3
mithila,visvamitra,1,3
mithila,janak,3,3
gautam,ahalya,3,3
indra,ahalya,3,3
gautam,rama,4,3
gautam,raghu,6,3
ahalya,rama,1,3
ahalya,raghu,1,3
janak,visvamitra,3,3
janak,satananda,9,3
visvamitra,satananda,6,3
visala,ahalya,1,3
visvamitra,gautam,3,3
gautam,satananda,1,3
rama,satananda,6,3
renuka,bhrigu,1,3
renuka,rama,1,3
renuka,satananda,1,3
bhrigu,rama,1,3
bhrigu,satananda,1,3
kusa,gadhi,1,3
gadhi,visvamitra,2,3
balakhilyas,vasishtha,1,3
vasishtha,visvamitra,9,3
pahlavas,visvamitra,2,3
kambojas,barbars,2,3
visvamitra,kambojas,3,3
vasishtha,kambojas,5,3
barbars,sakas,1,3
sakas,mlechchhas,1,3
sakas,kiratas,1,3
sakas,haritas,1,3
mlechchhas,kiratas,1,3
mlechchhas,haritas,1,3
mlechchhas,visvamitra,1,3
kiratas,haritas,1,3
kiratas,visvamitra,1,3
haritas,visvamitra,1,3
himalaya,nagas,1,3
himalaya,mahadeva,1,3
nagas,mahadeva,1,3
nagas,siva,1,3
mahadeva,siva,2,3
varun,rudra,2,3
varun,indra,2,3
rudra,indra,1,3
brahma,varun,3,3
brahma,pinaka,3,3
vishnu,wind-god,1,3
havishyand,madhushyand,1,3
havishyand,maharath,1,3
havishyand,dridhanetra,1,3
madhushyand,maharath,1,3
madhushyand,dridhanetra,1,3
madhushyand,brahma,1,3
maharath,dridhanetra,1,3
maharath,brahma,1,3
dridhanetra,brahma,1,3
brahma,kusik,1,3
ikshvaku,trisanku,2,3
trisanku,raghu,3,3
raghu,vasishtha,1,3
vasishtha,trisanku,5,3
vasishtha,chandala,1,3
chandala,trisanku,2,3
visvamitra,trisanku,8,3
ayodhya,chandala,1,3
kusik,ikshvaku,3,3
mahodaya,vasishtha,2,3
visvamitra,ikshvaku,6,3
trisanku,ikshvaku,5,3
titan,visvamitra,1,3
ayodhya,ambarisha,1,3
ayodhya,indra,1,3
ambarisha,indra,4,3
bhrigu,richika,1,3
sunahsepha,visvamitra,2,3
vishnu,agni,2,3
fire-god,indra,1,3
fire-god,upendra,1,3
fire-god,thousand-eyed,1,3
fire-god,vishnu,1,3
indra,upendra,2,3
upendra,thousand-eyed,1,3
upendra,vishnu,1,3
upendra,sunahsepha,1,3
thousand-eyed,vishnu,1,3
thousand-eyed,sunahsepha,1,3
visvamitra,menaka,2,3
menaka,kusik,1,3
vishnu,sakra,1,3
kusik,thousand-eyed,3,3
indra,rambha,2,3
vedas,vasishtha,1,3
vasishtha,brahma,3,3
satananda,kusik,1,3
satananda,janak,1,3
kusik,janak,2,3
devarat,nimi,1,3
nimi,rudra,1,3
nimi,daksha,1,3
rudra,daksha,6,3
mithila,siva,2,3
rama,sita,2,3
sita,ayodhya,1,3
satananda,vamadeva,1,3
satananda,vasishtha,1,3
vamadeva,vasishtha,1,3
vamadeva,kausalya,1,3
vamadeva,visvamitra,1,3
vasishtha,kausalya,1,3
kausalya,visvamitra,1,3
kausalya,janak,1,3
vasishtha,markandeya,2,3
vasishtha,katyayana,2,3
vasishtha,sumantra,2,3
vamadeva,markandeya,1,3
vamadeva,katyayana,1,3
vamadeva,sumantra,1,3
markandeya,javali,1,3
markandeya,kasyap,1,3
markandeya,katyayana,1,3
markandeya,sumantra,1,3
javali,katyayana,1,3
javali,sumantra,1,3
kasyap,katyayana,1,3
kasyap,sumantra,1,3
katyayana,sumantra,1,3
videha,janak,2,3
indra,raghu,1,3
lakshman,visvamitra,1,3
satananda,kusadhwaj,2,3
kusadhwaj,sankasya,1,3
kusadhwaj,pushpak,1,3
sankasya,pushpak,2,3
sankasya,ikshumati,2,3
pushpak,ikshumati,1,3
indra,sankasya,1,3
vishnu,sankasya,1,3
mithila,satananda,2,3
sudaman,ikshvaku,6,3
sudaman,ayodhya,5,3
ikshvaku,ayodhya,4,3
raghu,ayodhya,2,3
raghu,mithila,2,3
videha,ikshvaku,2,3
videha,vasishtha,2,3
brahma,marichi,2,3
brahma,kasyap,1,3
brahma,vivasvat,1,3
marichi,kasyap,3,3
marichi,vivasvat,2,3
marichi,manu,4,3
kasyap,vivasvat,1,3
kasyap,manu,2,3
kasyap,ikshvaku,1,3
vivasvat,manu,2,3
vivasvat,ikshvaku,1,3
vivasvat,ayodhya,1,3
manu,ikshvaku,2,3
manu,ayodhya,2,3
kukshi,vikukshi,2,3
kukshi,vana,2,3
vikukshi,vana,1,3
vikukshi,anaranya,1,3
vikukshi,prithu,1,3
vikukshi,trisanku,1,3
vana,anaranya,1,3
vana,prithu,1,3
vana,trisanku,1,3
anaranya,prithu,1,3
anaranya,trisanku,1,3
prithu,trisanku,1,3
trisanku,yuvanasva,1,3
yuvanasva,mandhata,1,3
yuvanasva,susandhi,1,3
mandhata,susandhi,1,3
mandhata,dhruvasandhi,1,3
susandhi,dhruvasandhi,2,3
susandhi,bharat,1,3
dhruvasandhi,bharat,3,3
dhruvasandhi,asit,4,3
bharat,asit,2,3
asit,haihayas,2,3
asit,talajanghas,2,3
haihayas,talajanghas,1,3
chyavan,bhrigu,1,3
chyavan,himalaya,1,3
bhrigu,himalaya,1,3
sagar,asamanj,2,3
sagar,dilipa,2,3
sagar,bhagirath,2,3
asamanj,ansuman,2,3
asamanj,dilipa,1,3
asamanj,bhagirath,1,3
ansuman,bhagirath,2,3
ansuman,raghu,2,3
dilipa,bhagirath,1,3
dilipa,raghu,1,3
dilipa,purushadak,1,3
bhagirath,raghu,1,3
bhagirath,purushadak,1,3
purushadak,kalmashapada,1,3
purushadak,sankan,1,3
purushadak,sudarsan,1,3
kalmashapada,sankan,1,3
kalmashapada,sudarsan,1,3
sankan,sudarsan,2,3
sankan,agnivarna,1,3
sankan,sighraga,1,3
sudarsan,agnivarna,2,3
sudarsan,sighraga,2,3
sudarsan,maru,2,3
agnivarna,sighraga,1,3
agnivarna,maru,2,3
agnivarna,ambarisha,1,3
sighraga,maru,2,3
sighraga,ambarisha,2,3
sighraga,nahush,1,3
maru,ambarisha,4,3
maru,nahush,4,3
ambarisha,nahush,6,3
ambarisha,nabhag,4,3
nahush,nabhag,4,3
nabhag,dasaratha,2,3
nabhag,rama,2,3
nabhag,lakshman,2,3
dasaratha,rama,3,3
dasaratha,lakshman,1,3
rama,ikshvaku,2,3
lakshman,ikshvaku,2,3
nimi,mithi,1,3
nimi,janak,1,3
mithi,janak,1,3
mithi,udavasu,1,3
mithi,nandivardhan,1,3
udavasu,nandivardhan,1,3
udavasu,suketu,1,3
nandivardhan,suketu,1,3
nandivardhan,devarat,2,3
suketu,devarat,2,3
mahabir,sudhriti,1,3
haryasva,maru,2,3
haryasva,pratindhak,2,3
haryasva,kirtiratha,2,3
maru,pratindhak,1,3
maru,kirtiratha,1,3
maru,devamidha,1,3
maru,vibudh,1,3
maru,mahandhrak,1,3
pratindhak,kirtiratha,1,3
pratindhak,devamidha,1,3
pratindhak,vibudh,1,3
pratindhak,mahandhrak,2,3
kirtiratha,devamidha,1,3
kirtiratha,vibudh,1,3
kirtiratha,mahandhrak,2,3
devamidha,vibudh,1,3
devamidha,mahandhrak,2,3
devamidha,kirtirat,1,3
vibudh,mahandhrak,2,3
vibudh,kirtirat,1,3
vibudh,maharoma,1,3
mahandhrak,kirtirat,2,3
mahandhrak,maharoma,2,3
kirtirat,maharoma,1,3
kirtirat,swarnaroma,1,3
kirtirat,hrasvaroma,1,3
maharoma,swarnaroma,1,3
maharoma,hrasvaroma,1,3
swarnaroma,hrasvaroma,1,3
hrasvaroma,kusadhwaj,1,3
sankasya,sudhanva,2,3
sankasya,siva,2,3
sankasya,sita,2,3
sudhanva,siva,2,3
sudhanva,sita,2,3
siva,sita,1,3
rama,urmila,1,3
urmila,lakshman,1,3
magha,phalguni,1,3
janak,vasishtha,9,3
janak,kusik,2,3
vasishtha,kusik,2,3
vasishtha,ikshvaku,2,3
vasishtha,videha,2,3
kusik,videha,1,3
ikshvaku,videha,2,3
bharat,dasaratha,2,3
satrughna,dasaratha,2,3
ayodhya,videha,1,3
kekaya,yudhajit,3,3
kekaya,bharat,4,3
yudhajit,bharat,1,3
dasaratha,vasishtha,1,3
janak,videha,7,3
janak,ayodhya,7,3
videha,ayodhya,1,3
kausalya,sita,1,3
lakshman,urmila,1,3
urmila,bharat,1,3
srutakirti,raghu,1,3
visvamitra,ayodhya,1,3
ayodhya,janak,2,3
mithila,ayodhya,1,3
jamadagni,bhrigu,1,3
bhrigu,kailasa,3,3
siva,tripura,1,3
siva,vasishtha,1,3
tripura,vasishtha,1,3
jamadagni,rama,2,3
bhrigu,thousand-eyed,1,3
thousand-eyed,kasyap,1,3
kasyap,mahendra,2,3
mahendra,rama,2,3
tripura,vishnu,1,3
siva,vishnu,8,3
devarat,videha,1,3
richika,vishnu,1,3
richika,jamadagni,1,3
richika,arjun,1,3
raghu,mahendra,1,3
rama,varun,7,3
varun,bhrigu,1,3
bhrigu,ayodhya,2,3
dasaratha,bhrigu,2,3
himalaya,kausalya,1,3
himalaya,sumitra,1,3
himalaya,kaikeyi,1,3
kausalya,kaikeyi,2,3
sita,urmila,1,3
sita,kusadhwaj,1,3
urmila,kusadhwaj,1,3
bharat,kaikeyi,2,3
bharat,yudhajit,4,3
bharat,kekaya,3,3
yudhajit,kekaya,2,3
kekaya,satrughna,1,3
satrughna,rama,1,3
satrughna,yudhajit,1,3
vishnu,lakshmi,1,3
bharat,satrughna,37,3
satrughna,asvapati,2,3
varun,indra,1,3
kekaya,janak,1,3
rama,indra,12,3
kasyap,marichi,1,3
kasyap,rama,1,3
marichi,rama,1,3
rama,vasishtha,9,3
rama,vamadeva,9,3
vasishtha,vamadeva,4,3
vasishtha,chaitra,2,3
vamadeva,chaitra,1,3
chaitra,rama,1,3
sumantra,rama,31,3
aryan,indra,1,3
indra,vasav,1,3
vasav,rama,1,3
kailasa,sumantra,1,3
raghu,meru,1,3
pushya,rama,5,3
rama,sumantra,39,3
rahu,mars,1,3
punarvasu,pushya,1,3
sumitra,lakshman,4,3
sumitra,sita,6,3
lakshman,sita,38,3
vasishtha,rama,15,3
sita,nahush,1,3
nahush,yayati,1,3
nahush,vasishtha,1,3
nahush,rama,2,3
yayati,vasishtha,1,3
yayati,rama,1,3
yayati,videhan,1,3
videhan,rama,1,3
dasaratha,indra,2,3
rama,narayan,7,3
videhan,vishnu,1,3
videhan,narayan,1,3
vishnu,narayan,1,3
ayodhya,rama,19,3
ikshvaku,rama,3,3
dasaratha,rama,9,3
kaikeyi,manthara,5,3
kaikeyi,ayodhya,5,3
manthara,ayodhya,2,3
kailasa,kaikeyi,1,3
kausalya,rama,21,3
rama,bharat,64,3
rama,lakshman,143,3
bharat,lakshman,25,3
lakshman,satrughna,5,3
satrughna,rama,7,3
satrughna,bharat,14,3
pushya,kausalya,1,3
sita,bharat,6,3
sita,kaikeyi,1,3
kaikeyi,rama,18,3
dandak,vaijayanta,1,3
dandak,sambara,1,3
vaijayanta,sambara,1,3
yama,bharat,1,3
yama,kausalya,1,3
dragon,dasaratha,1,3
dragon,kaikeyi,1,3
dasaratha,kaikeyi,3,3
sindhu,surashtra,1,3
sindhu,suvira,1,3
sindhu,angas,1,3
sindhu,vangas,1,3
surashtra,suvira,1,3
surashtra,angas,1,3
surashtra,vangas,1,3
suvira,angas,1,3
suvira,vangas,1,3
suvira,magadh,1,3
angas,vangas,1,3
angas,magadh,1,3
angas,kosal,1,3
angas,kasi,1,3
vangas,magadh,1,3
vangas,kosal,1,3
vangas,kasi,1,3
magadh,kosal,1,3
magadh,kasi,1,3
kosal,kasi,1,3
kosal,kaikeyi,1,3
kasi,kaikeyi,1,3
dandak,rama,11,3
bharat,rama,38,3
saivya,alarka,1,3
sumitra,rama,6,3
sumitra,videhan,1,3
himalaya,rama,1,3
indra,rama,2,3
lakshman,bharat,12,3
ikshvaku,ayodhya,3,3
kaikeyi,bali,3,3
kaikeyi,indra,3,3
bali,indra,1,3
matali,indra,1,3
matali,titan,1,3
titan,vedas,1,3
titan,brahma,1,3
vedas,brahma,1,3
meru,siva,1,3
meru,agni,1,3
meru,kuvera,1,3
meru,indra,1,3
siva,agni,1,3
siva,kuvera,1,3
siva,indra,1,3
agni,kuvera,1,3
agni,indra,1,3
kuvera,indra,1,3
jumna,ganga,1,3
kuvera,siva,2,3
raghu,rama,16,3
kailasa,indra,2,3
airavat,sumantra,1,3
airavat,rama,1,3
sita,chitra,3,3
chitra,sumantra,1,3
kaikeyi,sita,4,3
yama,varun,1,3
yama,kuvera,1,3
yama,rama,1,3
varun,kuvera,1,3
varun,rama,1,3
thousand-eyed,parjanya,1,3
dandak,kaikeyi,2,3
rama,kaikeyi,20,3
sita,lakshman,27,3
sita,dandak,1,3
bharat,dandak,1,3
kausalya,lakshman,6,3
lakshman,rama,49,3
ayodhya,bharat,6,3
bharat,kaikeyi,23,3
sagar,jamadagni,1,3
jamadagni,renuka,1,3
videhan,lakshman,1,3
videhan,sumitra,1,3
kaikeyi,bharat,16,3
raghu,lakshman,4,3
viraj,indra,1,3
indra,pusha,3,3
indra,bhaga,3,3
pusha,bhaga,1,3
pusha,vrihaspati,1,3
pusha,war-god,1,3
bhaga,vrihaspati,1,3
bhaga,war-god,1,3
vrihaspati,war-god,1,3
vrihaspati,narad,1,3
war-god,narad,1,3
sukra,yama,1,3
sukra,dandak,1,3
yama,dandak,1,3
vritra,indra,1,3
vritra,vinata,1,3
vritra,suparna,1,3
vinata,suparna,1,3
daitya,aditi,1,3
rama,kausalya,12,3
vrihaspati,pushya,1,3
janak,kaikeyi,1,3
dandak,bharat,6,3
raghu,dandak,1,3
videha,rama,4,3
savitri,satyavan,1,3
savitri,dyumatsena,1,3
satyavan,dyumatsena,1,3
raghu,sita,6,3
kausalya,sumitra,29,3
kausalya,indra,3,3
sumitra,indra,1,3
indra,asvapati,1,3
asvapati,bharat,2,3
asvapati,kaikeyi,1,3
kaikeyi,lakshman,1,3
varun,janak,1,3
vasishtha,suyajna,1,3
suyajna,rama,2,3
rama,sumitra,16,3
sumitra,lakshmi,2,3
sumitra,raghu,2,3
lakshmi,raghu,1,3
raghu,agni,5,3
lakshman,brahma,5,3
brahma,agastya,1,3
brahma,kusik,1,3
agastya,kusik,1,3
agastya,raghu,1,3
kusik,raghu,1,3
kausalya,taittiriya,2,3
taittiriya,chitraratha,1,3
trijat,garga,3,3
angiras,rama,2,3
